part_name,display_name,group,parent_part,blender_bone,body_type,detail_level,collision_layer,shape_type,shape_radius_frac,shape_height_frac,mass,grab_stiffness,is_grabbable,is_targetable,is_internal,joint_type,joint_limit_x_min,joint_limit_x_max,joint_limit_y_min,joint_limit_y_max,joint_limit_z_min,joint_limit_z_max,soft_spring_stiffness,soft_spring_damping,linear_damp,angular_damp,nerve_sensitivity,nerve_zone,comfort_weight,discomfort_weight,stimulation_decay,lod_awake,passive_core,ground_contact
oral_passage_0_right,Oral Passage 0 Right,oral_passage,jaw,oral_passage_0_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.75,EROGENOUS,0.5,0.35,0.3,False,False,False
oral_passage_0_top,Oral Passage 0 Top,oral_passage,jaw,oral_passage_0_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.75,EROGENOUS,0.5,0.35,0.3,False,False,False
oral_passage_1_bot,Oral Passage 1 Bot,oral_passage,oral_passage_0_bot,oral_passage_1_bot,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.7,PAIN_PRONE,0.3,0.6,0.25,False,False,False
oral_passage_1_left,Oral Passage 1 Left,oral_passage,oral_passage_0_left,oral_passage_1_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.7,PAIN_PRONE,0.3,0.6,0.25,False,False,False
oral_passage_1_right,Oral Passage 1 Right,oral_passage,oral_passage_0_right,oral_passage_1_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.7,PAIN_PRONE,0.3,0.6,0.25,False,False,False
oral_passage_1_top,Oral Passage 1 Top,oral_passage,oral_passage_0_top,oral_passage_1_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.7,PAIN_PRONE,0.3,0.6,0.25,False,False,False
oral_passage_2_bot,Oral Passage 2 Bot,oral_passage,oral_passage_1_bot,oral_passage_2_bot,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,PAIN_PRONE,0.2,0.65,0.25,False,False,False
oral_passage_2_left,Oral Passage 2 Left,oral_passage,oral_passage_1_left,oral_passage_2_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,PAIN_PRONE,0.2,0.65,0.25,False,False,False
oral_passage_2_right,Oral Passage 2 Right,oral_passage,oral_passage_1_right,oral_passage_2_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,PAIN_PRONE,0.2,0.65,0.25,False,False,False
oral_passage_2_top,Oral Passage 2 Top,oral_passage,oral_passage_1_top,oral_passage_2_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,PAIN_PRONE,0.2,0.65,0.25,False,False,False
oral_passage_3_bot,Oral Passage 3 Bot,oral_passage,oral_passage_2_bot,oral_passage_3_bot,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,PAIN_PRONE,0.1,0.7,0.25,False,False,False
oral_passage_3_left,Oral Passage 3 Left,oral_passage,oral_passage_2_left,oral_passage_3_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,PAIN_PRONE,0.1,0.7,0.25,False,False,False
oral_passage_3_right,Oral Passage 3 Right,oral_passage,oral_passage_2_right,oral_passage_3_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,PAIN_PRONE,0.1,0.7,0.25,False,False,False
oral_passage_3_top,Oral Passage 3 Top,oral_passage,oral_passage_2_top,oral_passage_3_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,PAIN_PRONE,0.1,0.7,0.25,False,False,False
oral_passage_4_bot,Oral Passage 4 Bot,oral_passage,oral_passage_3_bot,oral_passage_4_bot,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,PAIN_PRONE,0.05,0.75,0.25,False,False,False
oral_passage_4_left,Oral Passage 4 Left,oral_passage,oral_passage_3_left,oral_passage_4_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,PAIN_PRONE,0.05,0.75,0.25,False,False,False
oral_passage_4_right,Oral Passage 4 Right,oral_passage,oral_passage_3_right,oral_passage_4_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,PAIN_PRONE,0.05,0.75,0.25,False,False,False
oral_passage_4_top,Oral Passage 4 Top,oral_passage,oral_passage_3_top,oral_passage_4_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,PAIN_PRONE,0.05,0.75,0.25,False,False,False
oral_ring_bot,Oral Ring Bot,oral_passage,jaw,oral_ring_bot,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.8,EROGENOUS,0.6,0.3,0.3,False,False,False
oral_ring_left,Oral Ring Left,oral_passage,jaw,oral_ring_left,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.8,EROGENOUS,0.6,0.3,0.3,False,False,False
oral_ring_right,Oral Ring Right,oral_passage,jaw,oral_ring_right,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.8,EROGENOUS,0.6,0.3,0.3,False,False,False
oral_ring_top,Oral Ring Top,oral_passage,jaw,oral_ring_top,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.8,EROGENOUS,0.6,0.3,0.3,False,False,False
pelvis,Pelvis,torso,,Hips,all,MINIMAL,external,capsule,0.12,0.1,12.0,0.9,True,True,False,rigid,0,0,0,0,0,0,0.0,0.0,2.0,4.0,0.5,NEUTRAL,0.3,0.2,0.4,True,True,False
penis_base,Penis Base,groin_male,pelvis,penis_base,male,MEDIUM,soft_tissue,capsule,0.015,0.015,0.5,0.25,True,True,False,soft,-90,45,-45,45,-45,45,5.0,1.2,2.0,4.0,0.8,EROGENOUS,0.7,0.25,0.3,False,False,False
penis_mid,Penis Mid,groin_male,penis_base,penis_mid,male,MEDIUM,soft_tissue,capsule,0.0135,0.015,0.5,0.25,True,True,False,soft,-40,40,-25,25,-25,25,4.0,1.0,2.0,4.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
penis_tip,Penis Tip,groin_male,penis_mid,penis_tip,male,MEDIUM,soft_tissue,capsule,0.012,0.015,0.5,0.2,True,True,False,soft,-30,30,-20,20,-20,20,3.5,0.8,2.0,4.0,0.98,EROGENOUS,0.9,0.3,0.3,False,False,False
right_breast_inner,Right Breast Inner,breast,chest,right_breast_inner,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,0.8,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.8,EROGENOUS,0.65,0.2,0.4,False,False,False
right_breast_lower,Right Breast Lower,breast,chest,right_breast_lower,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,1.0,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.6,EROGENOUS,0.45,0.15,0.4,False,False,False
right_breast_nipple,Right Breast Nipple,breast,right_breast_inner,right_breast_nipple,all,MEDIUM,soft_tissue,sphere,0.008,0.0,0.5,0.15,True,True,False,soft,-5,5,-5,5,-5,5,15.0,3.0,2.0,4.0,0.95,EROGENOUS,0.85,0.25,0.35,False,False,False
right_breast_outer,Right Breast Outer,breast,chest,right_breast_outer,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,0.8,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.65,EROGENOUS,0.5,0.2,0.4,False,False,False
right_breast_upper,Right Breast Upper,breast,chest,right_breast_upper,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,0.7,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.7,EROGENOUS,0.55,0.2,0.4,False,False,False
right_clavicle,Right Clavicle,right_arm,chest,RightShoulder,all,MINIMAL,external,capsule,0.02,0.04,2.0,0.6,True,True,False,rigid,-5,15,-10,10,-5,5,0.0,0.0,2.0,4.0,0.35,NEUTRAL,0.2,0.2,0.5,False,False,False
right_eye,Right Eye,face,head,eye.R,all,FULL,external,sphere,0.012,0.0,0.3,0.05,False,False,False,rigid,-25,15,-35,35,-5,5,0.0,0.0,2.0,4.0,0.6,PAIN_PRONE,0.1,0.8,0.5,False,False,False
right_foot,Right Foot,right_foot,right_lower_leg,RightFoot,all,MINIMAL,external,box,0.0,0.04,2.0,0.5,True,True,False,rigid,-40,25,-15,15,-20,20,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.25,0.25,0.6,False,False,True
right_forearm,Right Forearm,right_arm,right_upper_arm,RightForeArmRoll,all,MINIMAL,external,capsule,0.035,0.14,2.5,0.55,True,True,False,rigid,0,145,-5,5,-5,5,0.0,0.0,2.0,4.0,0.35,NEUTRAL,0.2,0.15,0.5,False,True,False
right_hand,Right Hand,right_arm,right_forearm,RightHand,all,MINIMAL,external,box,0.0,0.055,1.5,0.4,True,True,False,rigid,-70,70,-20,20,-40,40,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.4,0.2,0.6,False,False,False
right_index_00,Right Index 00,right_hand,right_hand,RightHandIndex1,all,FULL,fine_motor,capsule,0.006,0.016,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.35,NEUTRAL,0.2,0.15,0.6,False,False,False
right_index_01,Right Index 01,right_hand,right_index_00,RightHandIndex2,all,FULL,fine_motor,capsule,0.0054,0.013,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.55,NEUTRAL,0.25,0.15,0.6,False,False,False
right_index_02,Right Index 02,right_hand,right_index_01,RightHandIndex3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.012,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.65,NEUTRAL,0.3,0.2,0.6,False,False,False
right_index_03,Right Index 03,right_hand,right_index_02,RightHandIndex4,all,FULL,fine_motor,capsule,0.0042,0.014,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.8,TICKLISH,0.45,0.2,0.6,False,False,False
right_inner_glute,Right Inner Glute,glute,pelvis,right_inner_glute,all,MEDIUM,soft_tissue,sphere,0.033,0.0,1.5,0.4,True,True,False,soft,-8,8,-5,5,-8,8,14.0,3.0,2.0,4.0,0.55,EROGENOUS,0.45,0.15,0.4,False,False,False
right_lower_leg,Right Lower Leg,right_leg,right_upper_leg,RightLegRoll,all,MINIMAL,external,capsule,0.045,0.22,4.0,0.65,True,True,False,rigid,-140,0,-3,3,-3,3,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.5,False,True,False
right_middle_00,Right Middle 00,right_hand,right_hand,RightHandMiddle1,all,FULL,fine_motor,capsule,0.006,0.018,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.6,False,False,False
right_middle_01,Right Middle 01,right_hand,right_middle_00,RightHandMiddle2,all,FULL,fine_motor,capsule,0.0054,0.017,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.5,NEUTRAL,0.25,0.15,0.6,False,False,False
right_middle_02,Right Middle 02,right_hand,right_middle_01,RightHandMiddle3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.014,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.6,NEUTRAL,0.3,0.2,0.6,False,False,False
right_middle_03,Right Middle 03,right_hand,right_middle_02,RightHandMiddle4,all,FULL,fine_motor,capsule,0.0042,0.013,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.4,0.2,0.6,False,False,False
right_outer_glute,Right Outer Glute,glute,pelvis,right_outer_glute,all,MEDIUM,soft_tissue,sphere,0.044,0.0,2.0,0.5,True,True,False,soft,-10,10,-8,8,-10,10,12.0,2.5,2.0,4.0,0.45,EROGENOUS,0.35,0.15,0.4,False,False,False
right_pinky_00,Right Pinky 00,right_hand,right_hand,RightHandPinky1,all,FULL,fine_motor,capsule,0.006,0.014,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.25,NEUTRAL,0.15,0.15,0.6,False,False,False
right_pinky_01,Right Pinky 01,right_hand,right_pinky_00,RightHandPinky2,all,FULL,fine_motor,capsule,0.0054,0.011,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.4,NEUTRAL,0.2,0.15,0.6,False,False,False
right_pinky_02,Right Pinky 02,right_hand,right_pinky_01,RightHandPinky3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.008,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.5,NEUTRAL,0.25,0.15,0.6,False,False,False
right_pinky_03,Right Pinky 03,right_hand,right_pinky_02,RightHandPinky4,all,FULL,fine_motor,capsule,0.0042,0.01,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.3,0.2,0.6,False,False,False
right_ring_00,Right Ring 00,right_hand,right_hand,RightHandRing1,all,FULL,fine_motor,capsule,0.006,0.016,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.6,False,False,False
right_ring_01,Right Ring 01,right_hand,right_ring_00,RightHandRing2,all,FULL,fine_motor,capsule,0.0054,0.015,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.45,NEUTRAL,0.2,0.15,0.6,False,False,False
right_ring_02,Right Ring 02,right_hand,right_ring_01,RightHandRing3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.013,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.55,NEUTRAL,0.25,0.15,0.6,False,False,False
right_ring_03,Right Ring 03,right_hand,right_ring_02,RightHandRing4,all,FULL,fine_motor,capsule,0.0042,0.014,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.35,0.2,0.6,False,False,False
right_thumb_00,Right Thumb 00,right_hand,right_hand,RightHandThumb1,all,FULL,fine_motor,capsule,0.006,0.012,1.0,0.2,True,True,False,rigid,-10,20,-15.0,15.0,-10,10,0.0,0.0,2.0,4.0,0.4,NEUTRAL,0.2,0.15,0.6,False,False,False
right_thumb_01,Right Thumb 01,right_hand,right_thumb_00,RightHandThumb2,all,FULL,fine_motor,capsule,0.0054,0.016,1.0,0.2,True,True,False,rigid,-30,60,-40.0,40.0,-25,25,0.0,0.0,2.0,4.0,0.6,NEUTRAL,0.25,0.2,0.6,False,False,False
right_thumb_02,Right Thumb 02,right_hand,right_thumb_01,RightHandThumb3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.018,1.0,0.2,True,True,False,rigid,-10,80,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,NEUTRAL,0.3,0.2,0.6,False,False,False
right_thumb_03,Right Thumb 03,right_hand,right_thumb_02,RightHandThumb4,all,FULL,fine_motor,capsule,0.0042,0.014,1.0,0.2,True,True,False,rigid,-10,80,-5,5,-5,5,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.4,0.2,0.6,False,False,False
right_toe_big_01,Right Toe Big 01,right_foot,right_foot,RightFootThumb1,all,FULL,external,capsule,0.004,0.012,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.2,0.3,0.6,False,False,True
right_toe_big_02,Right Toe Big 02,right_foot,right_toe_big_01,RightFootThumb2,all,FULL,external,capsule,0.0036000000000000003,0.008,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.8,TICKLISH,0.25,0.3,0.6,False,False,False
right_toe_index_01,Right Toe Index 01,right_foot,right_foot,RightFootIndex1,all,FULL,external,capsule,0.004,0.008,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
right_toe_index_02,Right Toe Index 02,right_foot,right_toe_index_01,RightFootIndex2,all,FULL,external,capsule,0.0036000000000000003,0.006,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
right_toe_index_03,Right Toe Index 03,right_foot,right_toe_index_02,RightFootIndex3,all,FULL,external,capsule,0.0032,0.005,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
right_toe_middle_01,Right Toe Middle 01,right_foot,right_foot,RightFootMiddle1,all,FULL,external,capsule,0.004,0.007,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
right_toe_middle_02,Right Toe Middle 02,right_foot,right_toe_middle_01,RightFootMiddle2,all,FULL,external,capsule,0.0036000000000000003,0.005,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
right_toe_middle_03,Right Toe Middle 03,right_foot,right_toe_middle_02,RightFootMiddle3,all,FULL,external,capsule,0.0032,0.004,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
right_toe_pinky_01,Right Toe Pinky 01,right_foot,right_foot,RightFootPinky1,all,FULL,external,capsule,0.004,0.005,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
right_toe_pinky_02,Right Toe Pinky 02,right_foot,right_toe_pinky_01,RightFootPinky2,all,FULL,external,capsule,0.0036000000000000003,0.004,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
right_toe_pinky_03,Right Toe Pinky 03,right_foot,right_toe_pinky_02,RightFootPinky3,all,FULL,external,capsule,0.0032,0.003,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
right_toe_ring_01,Right Toe Ring 01,right_foot,right_foot,RightFootRing1,all,FULL,external,capsule,0.004,0.006,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
right_toe_ring_02,Right Toe Ring 02,right_foot,right_toe_ring_01,RightFootRing2,all,FULL,external,capsule,0.0036000000000000003,0.005,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
right_toe_ring_03,Right Toe Ring 03,right_foot,right_toe_ring_02,RightFootRing3,all,FULL,external,capsule,0.0032,0.004,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
right_toes,Right Toes,right_foot,right_foot,,all,MINIMAL,external,box,0.0,0.015,1.0,0.3,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.2,0.3,0.6,False,False,False
right_upper_arm,Right Upper Arm,right_arm,right_clavicle,RightArmRoll,all,MINIMAL,external,capsule,0.04,0.16,4.0,0.6,True,True,False,rigid,-90,90,-60,90,-80,30,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.5,False,True,False
right_upper_leg,Right Upper Leg,right_leg,pelvis,RightUpLegRoll,all,MINIMAL,external,capsule,0.06,0.23,8.0,0.7,True,True,False,rigid,-100,30,-30,45,-40,40,0.0,0.0,2.0,4.0,0.4,NEUTRAL,0.3,0.15,0.5,False,True,False
scrotum_left,Scrotum Left,groin_male,pelvis,scrotum_left,male,MEDIUM,soft_tissue,sphere,0.018,0.0,0.5,0.2,True,True,False,soft,-30,30,-20,20,-20,20,5.0,1.5,2.0,4.0,0.75,EROGENOUS,0.5,0.4,0.3,False,False,False
scrotum_right,Scrotum Right,groin_male,pelvis,scrotum_right,male,MEDIUM,soft_tissue,sphere,0.018,0.0,0.5,0.2,True,True,False,soft,-30,30,-20,20,-20,20,5.0,1.5,2.0,4.0,0.75,EROGENOUS,0.5,0.4,0.3,False,False,False
spine_lower,Spine Lower,torso,pelvis,Spine,all,MINIMAL,external,capsule,0.1,0.047,8.0,0.85,True,True,False,rigid,-20,20,-15,15,-10,10,0.0,0.0,2.0,4.0,0.5,PRESSURE_POINT,0.4,0.3,0.5,True,True,False
spine_mid,Spine Mid,torso,spine_lower,Spine1,all,MINIMAL,external,capsule,0.105,0.046,8.0,0.85,True,True,False,rigid,-12,18,-12,12,-6,6,0.0,0.0,2.0,4.0,0.4,PRESSURE_POINT,0.3,0.3,0.5,True,True,False
spine_upper,Spine Upper,torso,spine_mid,Spine2,all,MINIMAL,external,capsule,0.11,0.047,8.0,0.85,True,True,False,rigid,-12,18,-12,12,-6,6,0.0,0.0,2.0,4.0,0.4,PRESSURE_POINT,0.3,0.3,0.5,True,True,False
tongue_base,Tongue Base,face,jaw,tongue00,all,FULL,fine_motor,capsule,0.008,0.012,0.3,0.1,False,False,False,soft,-15,15,-10,10,-10,10,10.0,3.0,6.0,8.0,0.7,EROGENOUS,0.5,0.2,0.4,False,False,False
tongue_mid,Tongue Mid,face,tongue_base,tongue06.R,all,FULL,fine_motor,capsule,0.0068,0.012,0.3,0.1,False,False,False,soft,-15,15,-10,10,-10,10,10.0,3.0,6.0,8.0,0.8,EROGENOUS,0.6,0.2,0.4,False,False,False
tongue_tip,Tongue Tip,face,tongue_mid,tongue07.R,all,FULL,fine_motor,capsule,0.0056,0.012,0.3,0.1,False,False,False,soft,-15,15,-10,10,-10,10,10.0,3.0,6.0,8.0,0.9,EROGENOUS,0.7,0.2,0.35,False,False,False
vaginal_passage_0_bot,Vaginal Passage 0 Bot,vaginal_passage,pelvis,vaginal_passage_0_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
vaginal_passage_0_left,Vaginal Passage 0 Left,vaginal_passage,pelvis,vaginal_passage_0_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
vaginal_passage_0_right,Vaginal Passage 0 Right,vaginal_passage,pelvis,vaginal_passage_0_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
vaginal_passage_0_top,Vaginal Passage 0 Top,vaginal_passage,pelvis,vaginal_passage_0_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
vaginal_passage_1_bot,Vaginal Passage 1 Bot,vaginal_passage,vaginal_passage_0_bot,vaginal_passage_1_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.87,EROGENOUS,0.77,0.22,0.3,False,False,False
vaginal_passage_1_left,Vaginal Passage 1 Left,vaginal_passage,vaginal_passage_0_left,vaginal_passage_1_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.87,EROGENOUS,0.77,0.22,0.3,False,False,False
vaginal_passage_1_right,Vaginal Passage 1 Right,vaginal_passage,vaginal_passage_0_right,vaginal_passage_1_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.87,EROGENOUS,0.77,0.22,0.3,False,False,False
vaginal_passage_1_top,Vaginal Passage 1 Top,vaginal_passage,vaginal_passage_0_top,vaginal_passage_1_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.87,EROGENOUS,0.77,0.22,0.3,False,False,False
vaginal_passage_2_bot,Vaginal Passage 2 Bot,vaginal_passage,vaginal_passage_1_bot,vaginal_passage_2_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.84,EROGENOUS,0.74,0.2,0.3,False,False,False
vaginal_passage_2_left,Vaginal Passage 2 Left,vaginal_passage,vaginal_passage_1_left,vaginal_passage_2_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.84,EROGENOUS,0.74,0.2,0.3,False,False,False
vaginal_passage_2_right,Vaginal Passage 2 Right,vaginal_passage,vaginal_passage_1_right,vaginal_passage_2_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.84,EROGENOUS,0.74,0.2,0.3,False,False,False
vaginal_passage_2_top,Vaginal Passage 2 Top,vaginal_passage,vaginal_passage_1_top,vaginal_passage_2_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.84,EROGENOUS,0.74,0.2,0.3,False,False,False
